Counter,Channel1,Channel2
962,1725,1563
963,1740,1578
964,1755,1592
965,1772,1563
966,1786,1579
967,1771,1566
968,1769,1563
969,1743,1562
970,1704,1566
971,1726,1576
972,1722,1566
973,1710,1578
974,1678,1577
975,1720,1568
976,1726,1563
977,1707,1561
978,1693,1563
979,1705,1580
980,1704,1581
981,1689,1581
982,1691,1581
983,1704,1590
984,1720,1583
985,1704,1576
986,1711,1592
987,1706,1593
988,1703,1594
989,1673,1577
990,1675,1591
991,1660,1582
992,1660,1567
993,1673,1575
994,1673,1578
995,1671,1580
996,1656,1564
997,1658,1582
998,1641,1565
999,1640,1558
1000,1641,1580
1001,1659,1577
1002,1674,1582
1003,1673,1576
1004,1646,1608
1005,1640,1592
1006,1648,1580
1007,1657,1568
1008,1673,1576
1009,1659,1562
1010,1663,1564
1011,1646,1576
1012,1647,1546
1013,1642,1551
1014,1640,1548
1015,1639,1562
1016,1638,1560
1017,1630,1567
1018,1625,1562
1019,1609,1575
1020,1615,1566
1021,1631,1577
1022,1609,1564
1023,1597,1559
1024,1626,1579
1025,1628,1578
1026,1608,1561
1027,1611,1559
1028,1593,1546
1029,1582,1549
1030,1597,1560
1031,1595,1545
1032,1592,1534
1033,1598,1551
1034,1624,1562
1035,1630,1559
1036,1626,1547
1037,1627,1550
1038,1614,1565
1039,1608,1546
1040,1614,1548
1041,1623,1562
1042,1625,1560
1043,1614,1561
1044,1613,1562
1045,1625,1566
1046,1611,1560
1047,1594,1564
1048,1581,1549
1049,1594,1561
1050,1583,1574
1051,1582,1581
1052,1592,1562
1053,1595,1545
1054,1568,1549
1055,1577,1534
1056,1583,1533
1057,1592,1564
1058,1581,1549
1059,1547,1529
1060,1560,1544
1061,1579,1562
1062,1593,1560
1063,1581,1545
1064,1580,1557
1065,1597,1543
1066,1594,1530
1067,1595,1560
1068,1583,1550
1069,1568,1550
1070,1592,1551
1071,1583,1561
1072,1592,1547
1073,1593,1535
1074,1595,1564
1075,1583,1561
1076,1598,1562
1077,1581,1562
1078,1564,1563
1079,1574,1563
1080,1579,1551
1081,1581,1574
1082,1562,1548
1083,1579,1548
1084,1576,1551
1085,1579,1559
1086,1578,1545
1087,1576,1550
1088,1567,1535
1089,1564,1533
1090,1562,1560
1091,1552,1545
1092,1548,1535
1093,1566,1535
1094,1574,1544
1095,1578,1562
1096,1576,1548
1097,1568,1548
1098,1562,1561
1099,1565,1543
1100,1591,1548
1101,1593,1551
1102,1595,1560
1103,1584,1550
1104,1592,1550
1105,1598,1548
1106,1610,1531
1107,1583,1533
1108,1566,1531
1109,1565,1513
1110,1566,1544
1111,1580,1550
1112,1578,1544
1113,1594,1535
1114,1593,1535
1115,1595,1546
1116,1593,1546
1117,1583,1528
1118,1582,1543
1119,1565,1527
1120,1580,1532
1121,1566,1545
1122,1581,1516
1123,1579,1545
1124,1579,1562
1125,1580,1547
1126,1580,1528
1127,1592,1544
1128,1578,1549
1129,1578,1551
1130,1559,1561
1131,1560,1551
1132,1566,1549
1133,1544,1560
1134,1551,1562
1135,1562,1566
1136,1606,1547
1137,1593,1550
1138,1549,1533
1139,1469,1530
1140,1434,1565
1141,1414,1577
1142,1375,1534
1143,1366,1559
1144,1323,1563
1145,1305,1564
1146,1262,1549
1147,1230,1550
1148,1193,1544
1149,1134,1535
1150,1099,1563
1151,1055,1560
1152,1016,1528
1153,988,1518
1154,968,1516
1155,940,1516
1156,907,1513
1157,871,1526
1158,831,1533
1159,799,1534
1160,781,1530
1161,749,1529
1162,746,1547
1163,716,1533
1164,685,1532
1165,668,1543
1166,651,1530
1167,632,1517
1168,623,1502
1169,620,1500
1170,606,1513
1171,583,1499
1172,574,1504
1173,552,1528
1174,552,1531
1175,538,1518
1176,511,1516
1177,491,1519
1178,479,1513
1179,476,1515
1180,476,1516
1181,486,1512
1182,476,1512
1183,472,1519
1184,458,1500
1185,454,1485
1186,453,1482
1187,447,1469
1188,439,1478
1189,416,1502
1190,399,1504
1191,405,1483
1192,407,1484
1193,412,1483
1194,409,1453
1195,423,1472
1196,425,1498
1197,414,1500
1198,394,1486
1199,409,1480
1200,396,1465
1201,393,1434
1202,414,1438
1203,416,1455
1204,412,1463
1205,428,1455
1206,424,1447
1207,424,1449
1208,426,1433
1209,428,1439
1210,440,1423
1211,443,1422
1212,442,1431
1213,447,1424
1214,461,1418
1215,477,1416
1216,491,1400
1217,477,1399
1218,489,1405
1219,503,1417
1220,507,1424
1221,522,1422
1222,541,1432
1223,568,1435
1224,584,1421
1225,587,1417
1226,587,1432
1227,584,1435
1228,588,1422
1229,604,1432
1230,619,1451
1231,616,1449
1232,648,1438
1233,652,1451
1234,666,1462
1235,678,1456
1236,678,1465
1237,671,1464
1238,683,1454
1239,710,1464
1240,717,1479
1241,734,1469
1242,736,1465
1243,763,1470
1244,765,1470
1245,765,1470
1246,778,1479
1247,778,1470
1248,781,1468
1249,795,1472
1250,811,1477
1251,808,1468
1252,810,1467
1253,824,1468
1254,826,1479
1255,845,1470
1256,840,1469
1257,813,1464
1258,828,1451
1259,828,1450
1260,845,1465
1261,845,1462
1262,859,1449
1263,856,1465
1264,872,1466
1265,879,1454
1266,879,1471
1267,878,1481
1268,876,1470
1269,888,1471
1270,893,1481
1271,920,1483
1272,923,1481
1273,941,1483
1274,955,1482
1275,957,1470
1276,967,1478
1277,956,1471
1278,969,1470
1279,985,1485
1280,990,1496
1281,1002,1484
1282,1005,1483
1283,1020,1481
1284,1036,1481
1285,1047,1465
1286,1051,1464
1287,1049,1468
1288,1052,1483
1289,1066,1484
1290,1081,1499
1291,1067,1467
1292,1093,1470
1293,1100,1482
1294,1113,1479
1295,1116,1478
1296,1132,1470
1297,1130,1470
1298,1127,1465
1299,1144,1468
1300,1147,1470
1301,1146,1480
1302,1164,1481
1303,1165,1480
1304,1165,1484
1305,1182,1482
1306,1199,1485
1307,1180,1497
1308,1192,1484
1309,1192,1513
1310,1194,1501
1311,1211,1502
1312,1224,1484
1313,1229,1500
1314,1240,1497
1315,1244,1502
1316,1254,1503
1317,1230,1501
1318,1244,1500
1319,1242,1498
1320,1255,1503
1321,1246,1483
1322,1258,1485
1323,1274,1496
1324,1291,1498
1325,1304,1499
1326,1289,1498
1327,1288,1498
1328,1278,1499
1329,1277,1504
1330,1293,1518
1331,1304,1515
1332,1305,1502
1333,1310,1510
1334,1321,1514
1335,1322,1503
1336,1321,1497
1337,1310,1497
1338,1308,1498
1339,1322,1517
1340,1336,1514
1341,1337,1512
1342,1341,1518
1343,1350,1529
1344,1341,1520
1345,1360,1519
1346,1358,1545
1347,1343,1546
1348,1350,1546
1349,1352,1544
1350,1354,1548
1351,1342,1517
1352,1368,1531
1353,1370,1535
1354,1384,1548
1355,1386,1547
1356,1386,1549
1357,1374,1545
1358,1382,1519
1359,1386,1529
1360,1407,1545
